studentId	Predmet	BrojKredita	Ocjene	PolozioDatum	Godina	SkolskaGodina	Semestar	Priznat	DatumUpisa	Spol	ZavrsenaSkolaId	SrednjaSkola	OpstinaRodjenja	GodinaZavrsetka	NacinStudiranja	OpstinaPrebivalista	Diplomirao
16413	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/18/2018	Ž	1	Gimnazija	Gornji Vakuf	2014/15	DL	Gornji Vakuf - Uskoplje	0
16414	P-220	7	7	2/14/2019	1	2018/2019	1	0	7/19/2018	M	2	Elektrotehnička	Goražde	2014/15	DL	Sarajevo	0
16415	P-220	7	6	1/31/2019	1	2018/2019	1	0	9/5/2018	M	1	Gimnazija	Bugojno	2017/2018	DL	Bugojno	0
16416	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/19/2018	M	2	Elektrotehnička	Sarajevo-Novo Sarajevo	2017/18	Vanredan	Sarajevo	0
16417	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	1
16418	P-220	7	6	8/26/2019	1	2018/2019	1	0	7/19/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	0
16419	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/20/2018	Ž	1	Gimnazija	Zenica	2017/2018	DL	Zavidovići	1
16420	P-220	7	7	1/31/2019	1	2018/2019	1	0	9/5/2018	Ž	2	Elektrotehnička	Tuzla	2017/18	DL	Tuzla	0
16421	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/20/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	0
16422	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Visoko	2017/2018	DL	Visoko	0
16423	P-220	7	6	1/31/2019	1	2018/2019	1	0	7/19/2018	Ž	1	Gimnazija	Mostar	2017/18	Redovan samofinansirajući	Mostar	0
16424	P-220	7	8	2/14/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Visoko	0
16425	P-220	7	9	1/31/2019	1	2018/2019	1	0	7/19/2018	Ž	1	Gimnazija	Goražde	2017/18	DL	Goražde	1
16428	P-220	7	6	1/31/2019	1	2018/2019	1	0	7/20/2018	Ž	2	Elektrotehnička	Travnik	2017/2018	Vanredan	Donji Vakuf	0
16429	P-220	7	5		1	2018/2019	1	0	9/7/2018	M	13	Tehnička	Zenica	2017/18	DL	Zenica	0
16430	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Mostar	2017/2018	DL	Mostar	0
16431	P-220	7	8	2/14/2019	1	2018/2019	1	0	7/20/2018	M	18	Medresa	Zenica	2017/2018	DL	Zenica	0
16432	P-220	7	5		1	2018/2019	1	0	8/24/2018	Ž	2	Elektrotehnička	Mostar	2016/17	DL	Mostar	0
16433	P-220	7	8	2/14/2019	1	2018/2019	1	0	8/24/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Sarajevo-Stari grad	0
16434	P-220	7	5		1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Tuzla	2000/2001	DL	Tuzla	0
16435	P-220	7	7	8/26/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Mostar	2014/15	DL	Mostar	0
16436	P-220	7	7	2/14/2019	1	2018/2019	1	0	7/20/2018	M	18	Medresa	Jajce	2017/2018	DL	Jajce	0
16437	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	M	25	Turističko ugostiteljska	Mostar	2017/2018	DL	Mostar	0
16438	P-220	7	6	1/31/2019	1	2018/2019	1	0	8/24/2018	M	10	Katolički školski centar	Split	2013/14	DL	Sarajevo-Stari grad	0
16439	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Velika Kladuša	2017/2018	Redovan samofinansirajući	Sanski Most	0
16440	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	0
16441	P-220	7	6	8/26/2019	1	2018/2019	1	0	8/24/2018	Ž	4	Medicinska	Sarajevo - Centar	2014/15	Vanredan	Sarajevo - Novi grad	0
16442	P-220	7	6	1/31/2019	1	2018/2019	1	0	7/20/2018	M	23	Mješovita srednja škola	Bihać	2017/2018	DL	Bosanska Krupa	0
16443	P-220	7	7	2/14/2019	1	2018/2019	1	0	8/24/2018	M	1	Gimnazija	Gradačac	2011/12	DL	Gračanica	0
16444	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Centar	0
16445	P-220	7	5		1	2018/2019	1	0	8/24/2018	M	1	Gimnazija	Zenica	2015/2016	DL	Zenica	0
16446	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	1
16447	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Visoko	2017/2018	DL	Sarajevo - Novi grad	0
16448	P-220	7	6	1/31/2019	1	2018/2019	1	0	8/24/2018	M	13	Tehnička	Brčko	2017/18	Redovan samofinansirajući	Brčko	0
16449	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Zenica	0
16450	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Goražde	2017/2018	DL	Goražde	0
16451	P-220	7	7	9/9/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Zagreb	2017/18	DL	Goražde	0
16452	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Vogošća	0
16453	P-220	7	6	2/14/2019	1	2018/2019	1	0	8/23/2018	M	13	Tehnička	Goražde	2015/2016	Vanredan	Goražde	0
16454	P-220	7	5		1	2018/2019	1	0	7/20/2018	M	6	Ekonomska	Goražde	2017/2018	DL	Goražde	0
16455	P-220	7	7	1/31/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2011/12	DL	Sarajevo-Novo Sarajevo	0
16457	P-220	7	7	1/14/2019	1	2018/2019	1	1	8/23/2018	Ž	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Sarajevo-Novo Sarajevo	0
16458	P-220	7	7	2/14/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Tuzla	2017/2018	DL	Tuzla	0
16459	P-220	7	7	2/14/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Zenica	2017/18	DL	Zenica	1
16460	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	Redovan samofinansirajući	Travnik	0
16461	P-220	7	7	1/31/2019	1	2018/2019	1	0	9/8/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	DL	Travnik	0
16462	P-220	7	6	1/31/2019	1	2018/2019	1	0	8/23/2018	M	6	Ekonomska	Ljubovija	2001/2002	DL	Sarajevo	0
16463	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/20/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Čapljina	0
16464	P-220	7	6	2/14/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Sarajevo-Stari grad	2017/18	DL	Sarajevo-Stari grad	0
16465	P-220	7	6	8/26/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Mostar	2017/2018	Vanredan	Jablanica	0
16466	P-220	7	7	2/14/2019	1	2018/2019	1	0	9/8/2018	Ž	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16467	P-220	7	6	2/14/2019	1	2018/2019	1	0	8/23/2018	M	2	Elektrotehnička	Bihać	2017/18	DL	Bihać	0
16468	P-220	7	7	1/31/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Bihać	2017/18	Vanredan	Bihać	0
16469	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	Ž	1	Gimnazija	Bihać	2017/2018	DL	Bosanska Krupa	0
16470	P-220	7	5		1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Vogošća	0
16471	P-220	7	8	2/14/2019	1	2018/2019	1	0	8/23/2018	M	18	Medresa	Bihać	2017/18	Redovan samofinansirajući	Bihać	0
16472	P-220	7	7	2/14/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo-Novo Sarajevo	0
16473	P-220	7	7	2/14/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2015/2016	DL	Sarajevo-Novo Sarajevo	0
16474	P-220	7	8	1/31/2019	1	2018/2019	1	0	8/23/2018	Ž	1	Gimnazija	Tuzla	2017/2018	Vanredan	Lukavac	0
16475	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/21/2018	M	13	Tehnička	Zavidovići	2015/2016	DL	Sarajevo	0
16476	P-220	7	8	2/14/2019	1	2018/2019	1	0	7/20/2018	Ž	13	Tehnička	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo - Novi grad	0
16478	P-220	7	5		1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Konjic	2017/2018	DL	Konjic	0
16479	P-220	7	5		1	2018/2019	1	0	9/8/2018	M	25	Turističko ugostiteljska	Mostar	2017/18	DL	Jablanica	0
16480	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/20/2018	M	35	Ostalo	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo - Centar	0
16481	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Bugojno	0
16482	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Mostar	2017/18	DL	Mostar	0
16483	P-220	7	8	2/14/2019	1	2018/2019	1	0	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Fojnica	0
16485	P-220	7	5		1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Tuzla	2016/17	DL	Tuzla	0
16486	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/20/2018	Ž	35	Ostalo	Sarajevo - Centar	2017/2018	Redovan samofinansirajući	Ilijaš	1
16487	P-220	7	5		1	2018/2019	1	0	9/8/2018	M	4	Medicinska	Mostar	2015/2016	DL	Mostar	0
16488	P-220	7	7	2/14/2019	1	2018/2019	1	0	7/20/2018	M	35	Ostalo	Vareš	2017/2018	DL	Ilijaš	0
16489	P-220	7	7	1/31/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2014/2015	DL	Sarajevo - Novi grad	0
16490	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	Vanredan	Sarajevo - Novi grad	0
16491	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	DL	Travnik	0
16494	P-220	7	6	2/5/2021	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	0
16495	P-220	7	6	1/31/2019	1	2018/2019	1	0	7/21/2018	M	20	Grafička	Rogatica	2003/04	DL	Sarajevo-Novo Sarajevo	0
16496	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/21/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo-Stari grad	0
16497	P-220	7	7	6/26/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Tešanj	2017/2018	DL	Doboj	0
16498	P-220	7	6	2/14/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Vogošća	2017/18	DL	Vogošća	0
16499	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo-Novo Sarajevo	0
16500	P-220	7	5		1	2018/2019	1	0	7/21/2018	M	20	Grafička	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	0
16501	P-220	7	8	1/31/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	Redovan samofinansirajući	Jajce	0
17591	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/19/2018	M	1	Gimnazija	Tuzla	2007/08	DL	Srebrenik	0
17592	P-104	7	8	10/1/2018	1	2018/2019	2	1	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2013/14	DL	Hadžići	1
17593	P-104	7	8	10/1/2018	1	2018/2019	2	1	11/19/2018	M	2	Elektrotehnička	Bihać	2011/12	DL	Bihać	0
17595	P-104	7	7	12/11/2017	1	2018/2019	2	1	11/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2006/2007	DL	Vogošća	0
17594	P-104	7	10	10/1/2018	1	2018/2019	2	1	11/20/2018	M	2	Elektrotehnička	Mostar	2008/2009	DL	Sarajevo-Novo Sarajevo	0
17596	P-104	7	10	10/1/2018	1	2018/2019	2	1	11/20/2018	M			Tuzla		DL	Sarajevo-Novo Sarajevo	1
17597	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/23/2018	M	1	Gimnazija	Bihać	2003/2004	DL	Mostar	0
17598	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/23/2018	M	6	Ekonomska	Bugojno	2007/08	DL	Vogošća	1
17599	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/23/2018	M	23	Mješovita srednja škola	Fojnica	1994/95	DL	Ilidža	0
17600	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/23/2018	M	1	Gimnazija	Jajce	2008/2009	DL	Bugojno	0
16591	P-104	7	9	10/1/2018	1	2018/2019	2	1	11/16/2018	M	1	Gimnazija	Bihać	2011/2012	DL	Bosanska Krupa	0
17589	P-104	7	7	10/1/2018	1	2018/2019	2	1	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2008/09	DL	Sarajevo-Novo Sarajevo	0
16579	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/8/2018	M	1	Gimnazija	Sarajevo - Centar	2010/2011	DL	Sarajevo - Novi grad	1
16587	P-104	7	7	10/1/2018	1	2018/2019	2	1	11/14/2018	M	23	Mješovita srednja škola	Sarajevo - Centar	1999/2000	DL	Sarajevo - Centar	0
16586	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/14/2018	M	2	Elektrotehnička	Sarajevo - Centar	2000/2001	DL	Sarajevo-Novo Sarajevo	0
16580	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/9/2018	M	2	Elektrotehnička	Mostar	2012/13	DL	Mostar	0
16581	P-104	7	7	10/1/2018	1	2018/2019	2	1	11/9/2018	M	2	Elektrotehnička	Mostar	2008/09	DL	Mostar	0
16582	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/9/2018	M	3	Mašinska	Doboj	2002/03	DL	Sarajevo-Novo Sarajevo	0
16583	P-104	7	9	10/1/2018	1	2018/2019	2	1	11/9/2018	M	13	Tehnička	Bugojno	2012/13	DL	Gornji Vakuf - Uskoplje	0
16584	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/9/2018	M	13	Tehnička	Zenica	2010/11	DL	Zenica	0
16576	P-104	7	8	10/1/2018	1	2018/2019	2	1	11/7/2018	M	1	Gimnazija	Mostar	2006/2007	DL	Mostar	0
16570	P-104	7	8	10/1/2018	1	2018/2019	2	1	11/7/2018	M	13	Tehnička	Banovići	2008/09	DL	Mostar	0
16573	P-104	7	8	10/1/2018	1	2018/2019	2	1	11/7/2018	Ž	1	Gimnazija	Mostar	2010/2011	DL	Bugojno	0
16571	P-104	7	7	12/11/2017	1	2018/2019	2	1	11/7/2018	M	10	Katolički školski centar	Zenica	2007/08	DL	Mostar	0
16572	P-104	7	6	10/1/2018	1	2018/2019	2	1	11/7/2018	M	1	Gimnazija	Bihać	2010/2011	DL	Sarajevo - Centar	0
16509	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Bugojno	2017/18	Redovan samofinansirajući	Jajce	0
16508	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	2	Elektrotehnička	Sarajevo-Stari grad	2016/17	Redovan samofinansirajući	Sarajevo-Stari grad	0
16506	P-246	4	7	1/22/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Travnik	2016/2017	Vanredan	Jajce	0
16507	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/21/2018	M	2	Elektrotehnička	Mostar	2017/2018	DL	Mostar	0
16505	P-246	4	6	1/22/2019	1	2018/2019	1	0	7/21/2018	M	6	Ekonomska	Travnik	2017/18	DL	Jajce	0
16504	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/21/2018	M	4	Medicinska	Zenica	2008/2009	DL	Zenica	0
16503	P-246	4	7	1/14/2019	1	2018/2019	1	1	7/21/2018	M	1	Gimnazija	Banja Luka	1999/2000	DL	Sarajevo - Novi grad	0
16575	P-246	4	6	10/1/2018	1	2018/2019	1	1	11/7/2018	M	1	Gimnazija	Gračanica	2014/15	DL	Doboj	0
16578	P-246	4	9	2/5/2019	1	2018/2019	1	0	11/8/2018	M	1	Gimnazija	Sarajevo - Centar	2012/2013	DL	Sarajevo - Centar	0
16577	P-246	4	9	10/1/2018	1	2018/2019	1	1	11/8/2018	M	1	Gimnazija	Pale	2014/2015	DL	Sokolac	0
16585	P-246	4	7	1/22/2019	1	2018/2019	1	0	11/14/2018	M	18	Medresa	Zvornik	2008/2009	DL	Zvornik	0
16589	P-246	4	8	10/1/2018	1	2018/2019	1	1	11/16/2018	M	2	Elektrotehnička	Sarajevo - Centar	2011/2012	DL	Sarajevo - Novi grad	0
16588	P-246	4	5		1	2018/2019	1	0	11/14/2018	M	18	Medresa	Gračanica	2014/2015	DL	Gračanica	0
17590	P-246	4	6	1/22/2019	1	2018/2019	1	0	11/19/2018	M	1	Gimnazija	Sarajevo - Centar	2004/05	DL	Sarajevo-Stari grad	0
16537	P-246	4	5		1	2018/2019	1	0	9/17/2018	M	2	Elektrotehnička	Tuzla	2011/2012	DL	Tuzla	0
16536	P-246	4	8	1/22/2019	1	2018/2019	1	0	9/26/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Zenica	0
16534	P-246	4	9	2/5/2019	1	2018/2019	1	0	9/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	0
16535	P-246	4	7	1/22/2019	1	2018/2019	1	0	9/24/2018	M	1	Gimnazija	Zenica	2017/2018	DL	Kakanj	1
16533	P-246	4	6	1/22/2019	1	2018/2019	1	0	10/4/2018	M	18	Medresa	Tuzla	2017/2018	DL	Gradačac	0
16532	P-246	4	6	8/27/2019	1	2018/2019	1	0	9/25/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	0
16531	P-246	4	7	1/22/2019	1	2018/2019	1	0	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	0
16530	P-246	4	5		1	2018/2019	1	0	9/25/2018	M	1	Gimnazija	Sarajevo - Centar	2009/2010	DL	Sarajevo - Centar	0
16529	P-246	4	8	1/22/2019	1	2018/2019	1	0	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2016/2017	DL	Ilidža	1
16528	P-246	4	7	2/5/2019	1	2018/2019	1	0	9/25/2018	M	8	Saobraćajna	Sarajevo - Centar	2014/2015	DL	Ilidža	0
16527	P-246	4	8	1/22/2019	1	2018/2019	1	0	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Ilidža	0
16525	P-246	4	9	8/27/2019	1	2018/2019	1	0	9/25/2018	M	1	Gimnazija	Banja Luka	2009/2010	DL	Ilidža	0
16524	P-246	4	5		1	2018/2019	1	0	9/25/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo - Novi grad	0
16523	P-246	4	5		1	2018/2019	1	0	9/24/2018	M	6	Ekonomska	Ljubuški	2017/2018	Vanredan	Ljubuški	0
16521	P-246	4	5		1	2018/2019	1	0	9/25/2018	M	2	Elektrotehnička	Zavidovići	2012/2013	DL	Zavidovići	0
16522	P-246	4	6	2/5/2019	1	2018/2019	1	0	10/3/2018	Ž	4	Medicinska	Mostar	2017/2018	Vanredan	Mostar	0
16520	P-246	4	7	1/22/2019	1	2018/2019	1	0	9/26/2018	M	2	Elektrotehnička	Sarajevo - Centar	2013/2014	Vanredan	Sarajevo - Novi grad	0
16519	P-246	4	7	1/22/2019	1	2018/2019	1	0	9/25/2018	Ž	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Sarajevo - Novi grad	1
16518	P-246	4	8	2/5/2019	1	2018/2019	1	0	9/24/2018	Ž	1	Gimnazija	Zenica	2015/2016	DL	Zavidovići	0
16516	P-246	4	9	1/22/2019	1	2018/2019	1	0	9/25/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Ilijaš	0
16517	P-246	4	7	2/5/2019	1	2018/2019	1	0	9/25/2018	Ž	1	Gimnazija	Konjic	2017/2018	DL	Konjic	0
16511	P-246	4	7	1/22/2019	1	2018/2019	1	0	9/24/2018	M	2	Elektrotehnička	Bugojno	2013/14	DL	Bugojno	0
16510	P-246	4	9	1/22/2019	1	2018/2019	1	0	9/24/2018	Ž	1	Gimnazija	Kakanj	2017/2018	Redovan samofinansirajući	Kakanj	0
16502	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	DL	Breza	0
16501	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	Redovan samofinansirajući	Jajce	0
16500	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	20	Grafička	Sarajevo - Centar	2017/18	DL	Sarajevo - Novi grad	0
16499	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Sarajevo - Centar	2017/2018	DL	Sarajevo-Novo Sarajevo	0
16498	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Vogošća	2017/18	DL	Vogošća	0
16497	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Tešanj	2017/2018	DL	Doboj	0
16496	P-246	4	8	2/5/2019	1	2018/2019	1	0	7/21/2018	M	2	Elektrotehnička	Sarajevo - Centar	2017/2018	DL	Sarajevo-Stari grad	0
16494	P-246	4	6	8/27/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Goražde	2017/2018	DL	Goražde	0
16495	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	20	Grafička	Rogatica	2003/04	DL	Sarajevo-Novo Sarajevo	0
16491	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Travnik	2017/2018	DL	Travnik	0
16490	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Sarajevo - Centar	2017/18	Vanredan	Sarajevo - Novi grad	0
16489	P-246	4	7	1/22/2019	1	2018/2019	1	0	7/20/2018	M	2	Elektrotehnička	Sarajevo - Centar	2014/2015	DL	Sarajevo - Novi grad	0
16488	P-246	4	7	1/22/2019	1	2018/2019	1	0	7/20/2018	M	35	Ostalo	Vareš	2017/2018	DL	Ilijaš	0
16487	P-246	4	8	1/22/2019	1	2018/2019	1	0	9/8/2018	M	4	Medicinska	Mostar	2015/2016	DL	Mostar	0
16485	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Tuzla	2016/17	DL	Tuzla	0
16486	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/20/2018	Ž	35	Ostalo	Sarajevo - Centar	2017/2018	Redovan samofinansirajući	Ilijaš	1
16483	P-246	4	6	2/5/2019	1	2018/2019	1	0	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Fojnica	0
16482	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/21/2018	Ž	1	Gimnazija	Mostar	2017/18	DL	Mostar	0
16481	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/20/2018	M	13	Tehnička	Travnik	2017/2018	DL	Bugojno	0
16479	P-246	4	6	1/22/2019	1	2018/2019	1	0	9/8/2018	M	25	Turističko ugostiteljska	Mostar	2017/18	DL	Jablanica	0
16476	P-246	4	6	2/5/2019	1	2018/2019	1	0	7/20/2018	Ž	13	Tehnička	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo - Novi grad	0
16478	P-246	4	7	1/22/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Konjic	2017/2018	DL	Konjic	0
16475	P-246	4	7	1/22/2019	1	2018/2019	1	0	7/21/2018	M	13	Tehnička	Zavidovići	2015/2016	DL	Sarajevo	0
16474	P-246	4	9	1/22/2019	1	2018/2019	1	0	8/23/2018	Ž	1	Gimnazija	Tuzla	2017/2018	Vanredan	Lukavac	0
16473	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/21/2018	M	1	Gimnazija	Sarajevo-Novo Sarajevo	2015/2016	DL	Sarajevo-Novo Sarajevo	0
16472	P-246	4	7	1/22/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2017/2018	Vanredan	Sarajevo-Novo Sarajevo	0
16471	P-246	4	7	1/22/2019	1	2018/2019	1	0	8/23/2018	M	18	Medresa	Bihać	2017/18	Redovan samofinansirajući	Bihać	0
16470	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Sarajevo - Centar	2015/2016	DL	Vogošća	0
16469	P-246	4	8	1/22/2019	1	2018/2019	1	0	7/20/2018	Ž	1	Gimnazija	Bihać	2017/2018	DL	Bosanska Krupa	0
16468	P-246	4	9	1/22/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Bihać	2017/18	Vanredan	Bihać	0
16467	P-246	4	9	1/22/2019	1	2018/2019	1	0	8/23/2018	M	2	Elektrotehnička	Bihać	2017/18	DL	Bihać	0
16466	P-246	4	8	1/22/2019	1	2018/2019	1	0	9/8/2018	Ž	1	Gimnazija	Mostar	2017/2018	Redovan samofinansirajući	Mostar	0
16465	P-246	4	9	1/22/2019	1	2018/2019	1	0	7/20/2018	M	1	Gimnazija	Mostar	2017/2018	Vanredan	Jablanica	0
16464	P-246	4	8	1/22/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Sarajevo-Stari grad	2017/18	DL	Sarajevo-Stari grad	0
16462	P-246	4	8	1/22/2019	1	2018/2019	1	0	8/23/2018	M	6	Ekonomska	Ljubovija	2001/2002	DL	Sarajevo	0
16463	P-246	4	7	1/22/2019	1	2018/2019	1	0	7/20/2018	Ž	1	Gimnazija	Mostar	2017/2018	DL	Čapljina	0
16461	P-246	4	8	1/22/2019	1	2018/2019	1	0	9/8/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	DL	Travnik	0
16460	P-246	4	6	2/5/2019	1	2018/2019	1	0	7/20/2018	M	23	Mješovita srednja škola	Travnik	2017/2018	Redovan samofinansirajući	Travnik	0
16459	P-246	4	7	2/5/2019	1	2018/2019	1	0	8/23/2018	M	1	Gimnazija	Zenica	2017/18	DL	Zenica	1
